TOTAL CLIENTES;TOTAL ATENDIDOS;DESERTADOS;DESPUES DE CERRAR;PROMEDIO INTERMEDIO;PROMEDIO DE SERVICIO;PROMEDIO DE RETRASO;PROMEDIO DE ESPERA
51;46;5;9;0.31372549;15.05882353;250.9607843;266.0196078
47;46;1;8;0.340425532;16.76595745;252.6595745;269.4255319
46;38;8;10;0.347826087;12.36956522;254.5217391;266.8913043
41;39;2;11;0.390243902;15.04878049;290.1219512;305.1707317
42;42;0;11;0.380952381;16.11904762;325.452381;341.5714286
43;43;0;12;0.372093023;17.93023256;289.1627907;307.0930233
44;44;0;7;0.363636364;17.40909091;241.5909091;259
53;50;3;10;0.301886792;14.94339623;259.4150943;274.3584906
46;46;0;0;0.347826087;11.2826087;211.173913;222.4565217
40;40;0;2;0.4;15.875;204.075;219.95
36;36;0;6;0.444444444;14.77777778;267.6388889;282.4166667
39;39;0;1;0.41025641;12.51282051;217.6923077;230.2051282
35;35;0;3;0.457142857;15.54285714;294.3428571;309.8857143
39;39;0;6;0.41025641;15.20512821;226.7179487;241.9230769
48;41;7;9;0.333333333;14.375;250.3125;264.6875
39;39;0;5;0.41025641;14.69230769;256.4615385;271.1538462
47;47;0;10;0.340425532;15.06382979;284.8723404;299.9361702
46;46;0;7;0.347826087;16.54347826;214.2608696;230.8043478
48;47;1;10;0.333333333;12.875;288.0208333;300.8958333
39;39;0;4;0.41025641;12.20512821;230.8461538;243.0512821
42;42;0;3;0.380952381;15.97619048;206.4047619;222.3809524
35;35;0;9;0.457142857;15.88571429;297.2571429;313.1428571
39;33;6;10;0.41025641;16.61538462;297.5128205;314.1282051
56;43;13;11;0.285714286;10.75;229.8392857;240.5892857
33;33;0;2;0.484848485;13.57575758;239.5757576;253.1515152
46;46;0;6;0.347826087;15.84782609;267.9565217;283.8043478
43;43;0;1;0.372093023;12.8372093;215.0930233;227.9302326
49;49;0;12;0.326530612;15.87755102;267.2857143;283.1632653
53;48;5;9;0.301886792;14.35849057;245.509434;259.8679245
48;41;7;9;0.333333333;16.39583333;256.3541667;272.75
59;46;13;4;0.271186441;9.661016949;205.7118644;215.3728814
45;45;0;9;0.311111111;12.88888889;287.7111111;300.6
65;64;1;10;0.246153846;12.13846154;256.1076923;268.2461538
45;45;0;11;0.355555556;14.68888889;306.1111111;320.8
37;37;0;4;0.432432432;13.08108108;255.4594595;268.5405405
37;37;0;0;0.432432432;14.08108108;266.027027;280.1081081
46;46;0;2;0.347826087;12.19565217;233.4565217;245.6521739
37;37;0;0;0.432432432;13.72972973;203.2702703;217
39;39;0;6;0.41025641;16.23076923;249.5641026;265.7948718
46;39;7;9;0.347826087;11.54347826;265.2173913;276.7608696
40;40;0;7;0.4;14.825;250.625;265.45
53;48;5;10;0.301886792;13.98113208;253.3018868;267.2830189
35;35;0;5;0.457142857;16.57142857;235.1428571;251.7142857
59;53;6;11;0.271186441;13.83050847;229.0508475;242.8813559
40;40;0;5;0.4;14.9;220.25;235.15
50;50;0;6;0.32;13.38;230.78;244.16
57;48;9;10;0.280701754;11.71929825;240.3333333;252.0526316
47;38;9;8;0.29787234;11.55319149;247.1276596;258.6808511
49;49;0;4;0.326530612;12.59183673;184.6938776;197.2857143
39;39;0;5;0.41025641;15.12820513;233.1025641;248.2307692
48;48;0;9;0.333333333;16.54166667;250.9791667;267.5208333
48;47;1;12;0.333333333;15.60416667;317.3125;332.9166667
41;41;0;0;0.390243902;10.31707317;223.5121951;233.8292683
47;43;4;14;0.340425532;15.95744681;287.8085106;303.7659574
47;47;0;9;0.340425532;15.85106383;263;278.8510638
42;41;1;11;0.380952381;20.57142857;295.4761905;316.047619
40;40;0;8;0.4;18.85;261.625;280.475
59;39;20;9;0.271186441;11.66101695;190.6949153;202.3559322
43;43;0;11;0.372093023;19.97674419;256.4418605;276.4186047
44;44;0;9;0.363636364;15.02272727;265.4772727;280.5
55;55;0;12;0.290909091;14.03636364;278.5636364;292.6
43;42;1;3;0.372093023;14.60465116;239.6976744;254.3023256
46;46;0;8;0.347826087;14.10869565;246.7826087;260.8913043
42;42;0;3;0.380952381;13.64285714;193.5952381;207.2380952
33;33;0;1;0.484848485;13.42424242;195.7272727;209.1515152
41;38;3;11;0.390243902;17.73170732;305.5121951;323.2439024
50;49;1;4;0.32;13.76;237.56;251.32
48;45;3;12;0.333333333;15.08333333;277.0625;292.1458333
44;44;0;8;0.363636364;15.77272727;252.0454545;267.8181818
44;39;5;10;0.363636364;16.04545455;269.5681818;285.6136364
53;41;12;11;0.301886792;12.30188679;232.1509434;244.4528302
44;44;0;5;0.363636364;11.27272727;177.1818182;188.4545455
48;42;6;13;0.333333333;13.5625;258.1666667;271.7291667
45;41;4;8;0.355555556;15.13333333;236.8888889;252.0222222
43;43;0;12;0.372093023;15.55813953;326.2325581;341.7906977
41;41;0;3;0.390243902;14.31707317;251.7804878;266.097561
43;38;5;13;0.372093023;19.58139535;298.6744186;318.255814
53;46;7;10;0.301886792;13.67924528;250;263.6792453
42;42;0;6;0.380952381;14;237.952381;251.952381
53;53;0;9;0.301886792;12.1509434;279.0377358;291.1886792
47;47;0;3;0.340425532;12.14893617;202.9574468;215.106383
42;38;4;14;0.380952381;17.5;286;303.5
44;41;3;13;0.363636364;18.20454545;278.9772727;297.1818182
36;36;0;3;0.444444444;17.44444444;267.5555556;285
43;43;0;11;0.372093023;14.62790698;256.3255814;270.9534884
50;50;0;6;0.32;11.98;268.16;280.14
41;41;0;3;0.390243902;11.87804878;210.1219512;222
62;61;1;14;0.258064516;14.09677419;246.4193548;260.516129
55;51;4;10;0.290909091;12.72727273;225.4909091;238.2181818
51;45;6;8;0.31372549;12.62745098;247.8235294;260.4509804
46;44;2;10;0.347826087;13.58695652;289.4130435;303
44;44;0;3;0.363636364;15.52272727;203.6136364;219.1363636
43;43;0;8;0.372093023;14.20930233;214.4651163;228.6744186
55;50;5;6;0.290909091;14.41818182;226.3454545;240.7636364
39;39;0;1;0.41025641;15.58974359;202.0769231;217.6666667
33;33;0;4;0.424242424;13.48484848;285.5151515;299
59;40;19;11;0.271186441;11.16949153;205.6949153;216.8644068
50;49;1;14;0.32;13.08;280.2;293.28
34;34;0;4;0.470588235;19.76470588;216.4411765;236.2058824
63;63;0;8;0.253968254;11.58730159;217.1111111;228.6984127
47;47;0;9;0.340425532;15.19148936;244;259.1914894
37;37;0;7;0.432432432;16.05405405;275.8378378;291.8918919
42;37;5;5;0.380952381;13.78571429;233.952381;247.7380952
37;37;0;2;0.432432432;15.27027027;218.2972973;233.5675676
42;42;0;7;0.380952381;16.92857143;288.2142857;305.1428571
51;48;3;12;0.31372549;14.37254902;254.0196078;268.3921569
53;47;6;10;0.301886792;12.8490566;242.1886792;255.0377358
54;52;2;10;0.296296296;13.96296296;258.1666667;272.1296296
58;50;8;12;0.275862069;12.75862069;218.4482759;231.2068966
40;40;0;13;0.4;17.55;322.575;340.125
48;37;11;15;0.3125;15.375;245.1666667;260.5416667
43;43;0;6;0.372093023;14.27906977;232.8372093;247.1162791
41;41;0;4;0.390243902;16.56097561;210.9512195;227.5121951
44;44;0;10;0.363636364;15.13636364;284.75;299.8863636
29;29;0;0;0.551724138;13.37931034;213.5172414;226.8965517
36;36;0;3;0.444444444;16.05555556;232.4722222;248.5277778
51;51;0;13;0.31372549;16.35294118;298.0784314;314.4313725
43;43;0;1;0.372093023;14.37209302;206.2790698;220.6511628
43;42;1;12;0.372093023;15.93023256;320.4418605;336.372093
44;44;0;3;0.363636364;13.18181818;223.4090909;236.5909091
41;41;0;8;0.390243902;15.87804878;257.7804878;273.6585366
40;40;0;7;0.4;17.275;264.875;282.15
51;43;8;7;0.31372549;12.50980392;236.7647059;249.2745098
45;45;0;0;0.355555556;11.44444444;206.6666667;218.1111111
45;40;5;10;0.355555556;14.11111111;291.7111111;305.8222222
46;39;7;14;0.347826087;15.13043478;274.4782609;289.6086957
43;41;2;9;0.372093023;17.44186047;282.9302326;300.372093
38;38;0;3;0.421052632;15.76315789;245.9736842;261.7368421
52;52;0;0;0.307692308;12.78846154;207.25;220.0384615
46;43;3;8;0.347826087;15.2826087;275.9347826;291.2173913
40;37;3;14;0.4;18.25;313.875;332.125
47;47;0;12;0.340425532;17.38297872;287.4042553;304.787234
50;50;0;6;0.32;11.88;262.78;274.66
40;40;0;5;0.4;15.35;245.275;260.625
36;36;0;3;0.444444444;15.5;220.0833333;235.5833333
37;37;0;1;0.432432432;14.62162162;211.4594595;226.0810811
51;48;3;12;0.31372549;13.96078431;272.0196078;285.9803922
51;46;5;5;0.31372549;11.84313725;232.8431373;244.6862745
41;41;0;12;0.390243902;15.24390244;272.804878;288.0487805
45;45;0;6;0.355555556;16.75555556;222.3777778;239.1333333
33;33;0;0;0.484848485;9.454545455;223.7272727;233.1818182
50;50;0;12;0.32;15.44;249.5;264.94
41;41;0;2;0.390243902;14.56097561;216.8292683;231.3902439
40;40;0;8;0.35;14.1;294.75;308.85
44;44;0;1;0.363636364;14.68181818;177.3181818;192
36;36;0;0;0.444444444;13.30555556;204.0555556;217.3611111
43;43;0;3;0.372093023;11.20930233;221.744186;232.9534884
53;38;15;10;0.301886792;11.77358491;226.8113208;238.5849057
54;54;0;0;0.296296296;10.68518519;203.2037037;213.8888889
42;42;0;3;0.380952381;14.64285714;235.0714286;249.7142857
53;50;3;10;0.301886792;15.8490566;274.6792453;290.5283019
40;40;0;0;0.4;13.425;185.05;198.475
50;47;3;12;0.32;12.08;249.3;261.38
47;47;0;10;0.340425532;16.53191489;258.8085106;275.3404255
43;41;2;9;0.372093023;17.34883721;280.8372093;298.1860465
36;36;0;1;0.444444444;13.5;230.5833333;244.0833333
41;41;0;0;0.390243902;10.65853659;193.1463415;203.804878
40;40;0;1;0.4;11.025;204.225;215.25
44;44;0;5;0.363636364;13.34090909;228.5681818;241.9090909
38;38;0;12;0.421052632;17.86842105;333.9473684;351.8157895
49;49;0;6;0.326530612;15.51020408;217.2244898;232.7346939
37;37;0;7;0.432432432;13.2972973;296.9189189;310.2162162
51;51;0;10;0.31372549;12.64705882;256.4901961;269.1372549
36;36;0;2;0.444444444;13.52777778;230.0277778;243.5555556
35;35;0;7;0.457142857;20.71428571;248.3142857;269.0285714
41;40;1;7;0.390243902;14.63414634;241.1707317;255.804878
47;41;6;10;0.340425532;14.12765957;244.4893617;258.6170213
43;43;0;4;0.372093023;15.39534884;227.3953488;242.7906977
51;50;1;12;0.31372549;16.03921569;295.745098;311.7843137
63;50;13;13;0.253968254;14.77777778;229.1428571;243.9206349
41;41;0;10;0.390243902;20.04878049;284.3170732;304.3658537
46;44;2;8;0.347826087;14.26086957;251.7608696;266.0217391
30;30;0;0;0.533333333;13.7;224.3;238
45;39;6;3;0.333333333;13.33333333;228.4666667;241.8
59;47;12;9;0.271186441;11.55932203;237.220339;248.779661
49;49;0;9;0.326530612;10.53061224;241.8979592;252.4285714
41;41;0;5;0.390243902;15.04878049;236.5121951;251.5609756
37;37;0;0;0.432432432;12.97297297;188.5945946;201.5675676
40;40;0;7;0.4;14.85;245.725;260.575
48;44;4;7;0.333333333;11.83333333;245.3125;257.1458333
45;39;6;10;0.355555556;12.57777778;243.5555556;256.1333333
50;50;0;2;0.32;11.74;222.46;234.2
49;49;0;9;0.326530612;14.10204082;247.2244898;261.3265306
47;46;1;14;0.340425532;17.10638298;297.5957447;314.7021277
42;40;2;5;0.380952381;14.97619048;243.3095238;258.2857143
40;39;1;9;0.4;19.175;294.025;313.2
40;39;1;11;0.4;20.425;292.575;313
40;40;0;7;0.4;14.5;259.225;273.725
40;40;0;10;0.4;17.45;330.575;348.025
48;47;1;10;0.333333333;13.39583333;296;309.3958333
49;48;1;6;0.326530612;13.30612245;258.4489796;271.755102
39;39;0;8;0.41025641;15.92307692;312.5897436;328.5128205
52;48;4;12;0.307692308;13.07692308;279.5769231;292.6538462
50;48;2;12;0.32;13.34;271.52;284.86
40;40;0;2;0.4;12.775;249.25;262.025
42;42;0;7;0.380952381;15.35714286;269.6428571;285
43;40;3;14;0.372093023;18.86046512;304.2093023;323.0697674
40;40;0;5;0.4;14.55;256.975;271.525
46;45;1;13;0.347826087;21.58695652;306.0434783;327.6304348
45;45;0;9;0.355555556;16.68888889;287.5333333;304.2222222
36;36;0;0;0.444444444;8.305555556;156.0277778;164.3333333
51;49;2;13;0.31372549;13.05882353;276.5098039;289.5686275
44;44;0;3;0.363636364;13.04545455;219.5227273;232.5681818
37;37;0;6;0.432432432;17.02702703;264.4864865;281.5135135
32;32;0;0;0.5;14.0625;169.0625;183.125
42;42;0;9;0.380952381;16.07142857;273.8333333;289.9047619
40;40;0;0;0.4;13.5;230.675;244.175
38;38;0;4;0.421052632;11.89473684;236.4210526;248.3157895
59;48;11;10;0.271186441;12.01694915;240.0677966;252.0847458
31;31;0;4;0.516129032;15.48387097;275.4193548;290.9032258
40;40;0;3;0.4;15.225;234.625;249.85
58;50;8;8;0.275862069;11.53448276;254.7068966;266.2413793
36;36;0;0;0.444444444;11.11111111;182.5833333;193.6944444
45;44;1;5;0.355555556;14.24444444;263.6222222;277.8666667
47;47;0;8;0.340425532;15.29787234;251.893617;267.1914894
50;49;1;13;0.32;12.72;282.56;295.28
42;38;4;9;0.380952381;16.30952381;280.8571429;297.1666667
40;40;0;1;0.4;11.925;186.05;197.975
35;35;0;0;0.457142857;14.71428571;233;247.7142857
53;42;11;10;0.301886792;13.86792453;242.2830189;256.1509434
47;42;5;12;0.340425532;17;240.4468085;257.4468085
46;45;1;12;0.347826087;14.39130435;269.5869565;283.9782609
41;41;0;7;0.390243902;13.2195122;248.7317073;261.9512195
42;42;0;8;0.380952381;16.88095238;268.9047619;285.7857143
40;40;0;5;0.4;12.85;241.3;254.15
48;47;1;13;0.333333333;12.64583333;301.5833333;314.2291667
50;44;6;9;0.32;15.12;241.94;257.06
56;47;9;10;0.285714286;12.05357143;204.8035714;216.8571429
49;49;0;7;0.326530612;13.36734694;265.7755102;279.1428571
49;49;0;8;0.326530612;14.18367347;237.7346939;251.9183673
48;40;8;10;0.333333333;12.8125;245.4791667;258.2916667
57;47;10;11;0.280701754;11.12280702;244.4210526;255.5438596
38;38;0;9;0.421052632;18.47368421;307.3684211;325.8421053
49;43;6;13;0.326530612;15.67346939;271.6326531;287.3061224
43;42;1;9;0.372093023;14.58139535;289.255814;303.8372093
54;39;15;10;0.296296296;11.14814815;224.5;235.6481481
34;34;0;0;0.470588235;14.41176471;217.5;231.9117647
53;43;10;13;0.301886792;14.16981132;262.3207547;276.490566
49;49;0;2;0.326530612;12;223.3265306;235.3265306
50;50;0;10;0.32;14.56;280.92;295.48
47;43;4;12;0.340425532;12.57446809;280.1914894;292.7659574
50;44;6;7;0.32;14.4;245.4;259.8
51;50;1;14;0.31372549;14.50980392;267.4901961;282
39;39;0;11;0.41025641;16.71794872;313.1025641;329.8205128
37;37;0;5;0.432432432;14.02702703;195.2702703;209.2972973
44;39;5;7;0.363636364;15.31818182;253.0227273;268.3409091
32;32;0;3;0.5;18.0625;244.15625;262.21875
43;38;5;12;0.372093023;17.62790698;279.5348837;297.1627907
42;42;0;5;0.380952381;18.57142857;258.452381;277.0238095
37;37;0;8;0.432432432;17.18918919;297.972973;315.1621622
48;45;3;11;0.333333333;14.64583333;304.5833333;319.2291667
42;42;0;11;0.380952381;19.45238095;333.7619048;353.2142857
46;46;0;9;0.347826087;15.26086957;257.2826087;272.5434783
44;38;6;10;0.363636364;15.27272727;246.5;261.7727273
50;48;2;12;0.32;14.88;253.8;268.68
51;41;10;11;0.31372549;15.49019608;256.1960784;271.6862745
49;44;5;12;0.326530612;16.08163265;259.3061224;275.3877551
46;42;4;14;0.347826087;12.36956522;277.6304348;290
39;39;0;7;0.41025641;14.74358974;236.7179487;251.4615385
48;43;5;12;0.333333333;17.1875;254.375;271.5625
44;43;1;11;0.363636364;14.54545455;270.0454545;284.5909091
43;43;0;6;0.372093023;12.79069767;216.8604651;229.6511628
35;35;0;0;0.457142857;11.97142857;163.7142857;175.6857143
48;48;0;14;0.333333333;18.16666667;312.4583333;330.625
46;43;3;14;0.347826087;16.02173913;266.826087;282.8478261
40;38;2;14;0.4;19.675;311.3;330.975
41;41;0;4;0.390243902;15.14634146;233.6341463;248.7804878
45;45;0;5;0.355555556;17.71111111;227.1333333;244.8444444
48;44;4;5;0.333333333;13.27083333;230.75;244.0208333
49;49;0;7;0.326530612;12.28571429;255.0816327;267.3673469
34;34;0;0;0.470588235;12.58823529;236.5588235;249.1470588
38;38;0;2;0.421052632;11.39473684;247.7631579;259.1578947
51;44;7;13;0.31372549;14.52941176;250.7647059;265.2941176
42;42;0;4;0.380952381;15.45238095;239.0952381;254.547619
38;38;0;2;0.421052632;13.21052632;238.9473684;252.1578947
41;38;3;13;0.390243902;16.12195122;312.195122;328.3170732
44;44;0;11;0.363636364;15.68181818;283.9090909;299.5909091
47;40;7;13;0.340425532;14.63829787;272.8510638;287.4893617
48;44;4;10;0.333333333;14.60416667;237.25;251.8541667
41;41;0;0;0.390243902;14.19512195;222.7804878;236.9756098
54;42;12;13;0.296296296;14.72222222;234.5;249.2222222
46;46;0;7;0.347826087;14.41304348;239.7608696;254.173913
45;40;5;9;0.355555556;17.22222222;272.0666667;289.2888889
51;47;4;11;0.31372549;13.39215686;256.7058824;270.0980392
39;39;0;2;0.41025641;13.48717949;221.1025641;234.5897436
39;39;0;7;0.41025641;16.56410256;274.6666667;291.2307692
42;42;0;6;0.380952381;14.28571429;246.6666667;260.952381
46;46;0;7;0.347826087;12.13043478;286.8913043;299.0217391
46;46;0;10;0.347826087;16.52173913;285.1086957;301.6304348
51;50;1;9;0.31372549;16.03921569;250.9607843;267
36;36;0;0;0.444444444;12.91666667;233.1111111;246.0277778
42;42;0;5;0.380952381;12.16666667;226.3571429;238.5238095
45;45;0;9;0.355555556;15.17777778;262.5111111;277.6888889
43;43;0;12;0.372093023;16.79069767;316.4418605;333.2325581
41;41;0;1;0.390243902;13.6097561;208.1463415;221.7560976
45;44;1;9;0.355555556;17.8;291.2;309
47;46;1;10;0.29787234;14.78723404;286.4468085;301.2340426
44;44;0;6;0.363636364;14.95454545;270.2272727;285.1818182
41;41;0;7;0.390243902;16.7804878;252.3414634;269.1219512
49;42;7;9;0.326530612;11.63265306;218.0612245;229.6938776
51;51;0;6;0.31372549;12.94117647;208.9215686;221.8627451
42;42;0;1;0.380952381;12.92857143;202.1428571;215.0714286
36;36;0;1;0.444444444;12.72222222;239.6388889;252.3611111
52;52;0;9;0.307692308;10.51923077;256.0576923;266.5769231
37;37;0;6;0.432432432;15.51351351;254.1891892;269.7027027
39;39;0;6;0.41025641;15.58974359;262.5384615;278.1282051
45;40;5;9;0.355555556;14.57777778;272.8888889;287.4666667
46;46;0;5;0.347826087;12.86956522;244.5434783;257.4130435
52;52;0;13;0.307692308;13.98076923;255.4423077;269.4230769
48;48;0;10;0.333333333;14.83333333;267.8333333;282.6666667
53;49;4;11;0.301886792;14.22641509;248.8490566;263.0754717
40;40;0;12;0.4;17.25;303.325;320.575
38;38;0;5;0.421052632;13.05263158;252.0526316;265.1052632
55;48;7;13;0.290909091;15.12727273;225.3272727;240.4545455
47;38;9;7;0.340425532;12.87234043;225.3404255;238.212766
50;48;2;9;0.32;16.98;251.2;268.18
50;50;0;10;0.32;14.26;272.02;286.28
38;38;0;7;0.368421053;17.86842105;288.2894737;306.1578947
37;37;0;4;0.432432432;17.45945946;213.5135135;230.972973
38;38;0;6;0.421052632;16.31578947;274.1842105;290.5
41;41;0;5;0.390243902;14.51219512;255.2439024;269.7560976
51;44;7;12;0.31372549;13.62745098;256.254902;269.8823529
42;40;2;13;0.380952381;17.33333333;275.5714286;292.9047619
43;42;1;13;0.372093023;18.34883721;275.8139535;294.1627907
54;44;10;15;0.277777778;14.14814815;257;271.1481481
49;47;2;12;0.326530612;15.79591837;289.3061224;305.1020408
46;41;5;9;0.347826087;15.26086957;231.7391304;247
47;47;0;11;0.340425532;16.57446809;281.6382979;298.212766
51;42;9;12;0.31372549;13.7254902;251.7843137;265.5098039
43;43;0;7;0.372093023;14.23255814;265.8837209;280.1162791
47;46;1;11;0.340425532;16.12765957;324.6382979;340.7659574
52;48;4;13;0.307692308;15.19230769;255.8846154;271.0769231
63;50;13;13;0.253968254;12.14285714;226.4920635;238.6349206
49;49;0;8;0.326530612;13.91836735;262.1428571;276.0612245
58;52;6;11;0.275862069;14.46551724;239.4310345;253.8965517
37;37;0;2;0.432432432;13.83783784;228.1621622;242
33;33;0;1;0.484848485;16.06060606;208.2121212;224.2727273
61;61;0;7;0.262295082;14.67213115;237;251.6721311
45;45;0;4;0.355555556;12.37777778;253.1555556;265.5333333
48;46;2;10;0.333333333;14.64583333;273.8541667;288.5
44;44;0;6;0.363636364;13.5;216.3409091;229.8409091
50;49;1;8;0.32;11.72;264.2;275.92
48;48;0;5;0.333333333;11.45833333;237.8541667;249.3125
42;42;0;10;0.380952381;18.23809524;284.6428571;302.8809524
43;43;0;12;0.372093023;19.09302326;276.627907;295.7209302
33;33;0;0;0.484848485;13.84848485;201.5757576;215.4242424
51;38;13;14;0.31372549;16.50980392;244.745098;261.254902
39;39;0;7;0.358974359;17.23076923;283.5384615;300.7692308
41;37;4;11;0.390243902;17;282.7560976;299.7560976
48;48;0;10;0.333333333;12.70833333;277.3333333;290.0416667
45;45;0;9;0.355555556;15.71111111;281.7555556;297.4666667
55;48;7;11;0.290909091;15.72727273;245.4545455;261.1818182
49;49;0;11;0.326530612;14.6122449;230.8163265;245.4285714
52;34;18;9;0.307692308;14.17307692;205.5576923;219.7307692
53;49;4;10;0.301886792;14.18867925;279.490566;293.6792453
58;58;0;8;0.275862069;15.82758621;216.3275862;232.1551724
41;40;1;11;0.390243902;16.51219512;281.195122;297.7073171
26;26;0;0;0.615384615;18.26923077;196.2692308;214.5384615
51;51;0;8;0.31372549;14.19607843;226.5294118;240.7254902
48;48;0;10;0.333333333;13.33333333;269.9375;283.2708333
46;41;5;8;0.347826087;14.89130435;233.3478261;248.2391304
45;32;13;9;0.355555556;13.31111111;217.2666667;230.5777778
51;51;0;4;0.31372549;13.70588235;228.1960784;241.9019608
34;34;0;0;0.470588235;12.17647059;225.4117647;237.5882353
44;44;0;5;0.363636364;12.79545455;205.2272727;218.0227273
42;42;0;2;0.380952381;14.07142857;239.6428571;253.7142857
45;45;0;13;0.355555556;16;307.7333333;323.7333333
46;45;1;13;0.347826087;14.5;281.2608696;295.7608696
35;35;0;5;0.457142857;14.28571429;219.2571429;233.5428571
38;37;1;6;0.421052632;14.71052632;274.3421053;289.0526316
52;41;11;11;0.307692308;14.84615385;243.1923077;258.0384615
52;47;5;12;0.307692308;16.90384615;255.8461538;272.75
44;36;8;8;0.363636364;13.09090909;245.7045455;258.7954545
48;48;0;8;0.333333333;16.08333333;231.125;247.2083333
41;41;0;5;0.390243902;16.70731707;240.4878049;257.195122
63;38;25;13;0.253968254;11.28571429;193.968254;205.2539683
55;43;12;12;0.290909091;13.03636364;225.1818182;238.2181818
45;45;0;6;0.355555556;14.57777778;220.0222222;234.6
39;39;0;0;0.41025641;11.46153846;196.3589744;207.8205128
41;41;0;4;0.390243902;12.82926829;268.0731707;280.902439
50;50;0;9;0.32;15.6;270.62;286.22
54;47;7;8;0.296296296;14.42592593;217.8148148;232.2407407
38;38;0;0;0.421052632;11.94736842;231.6052632;243.5526316
48;48;0;0;0.333333333;10.41666667;232.5833333;243
58;44;14;9;0.275862069;11.93103448;224.0172414;235.9482759
38;38;0;4;0.421052632;15.57894737;229.4473684;245.0263158
31;31;0;0;0.516129032;13.19354839;156;169.1935484
35;35;0;2;0.457142857;13.45714286;215.3142857;228.7714286
61;55;6;10;0.262295082;12.93442623;212.442623;225.3770492
41;41;0;8;0.390243902;16.97560976;256.3414634;273.3170732
42;42;0;5;0.380952381;12.97619048;232.5238095;245.5
47;43;4;13;0.340425532;16.0212766;266.2553191;282.2765957
45;45;0;7;0.355555556;14.62222222;272.3333333;286.9555556
45;44;1;9;0.355555556;13.91111111;274.1111111;288.0222222
54;54;0;7;0.296296296;12.09259259;267.0555556;279.1481481
42;42;0;6;0.380952381;13.95238095;257.2380952;271.1904762
39;39;0;7;0.41025641;15.8974359;252.5384615;268.4358974
65;60;5;10;0.246153846;9.938461538;223.9538462;233.8923077
37;37;0;0;0.432432432;14.08108108;165.5675676;179.6486486
32;32;0;0;0.5;14.25;189.5;203.75
49;46;3;8;0.326530612;12.73469388;268.6122449;281.3469388
44;44;0;3;0.363636364;12.95454545;240.8181818;253.7727273
41;41;0;0;0.390243902;13.04878049;182.9756098;196.0243902
57;39;18;9;0.263157895;11.9122807;187.8070175;199.7192982
45;38;7;7;0.355555556;16.2;244.2444444;260.4444444
54;45;9;11;0.296296296;14.48148148;221.2962963;235.7777778
59;51;8;10;0.271186441;14.3559322;227.8135593;242.1694915
43;43;0;8;0.372093023;16.11627907;276.9767442;293.0930233
43;40;3;14;0.372093023;16.88372093;315.627907;332.5116279
55;53;2;10;0.290909091;14.36363636;248.0181818;262.3818182
37;37;0;3;0.432432432;14.05405405;246.4594595;260.5135135
43;43;0;8;0.372093023;16.25581395;250.3953488;266.6511628
43;39;4;11;0.372093023;15.09302326;285.4883721;300.5813953
50;50;0;10;0.32;12.56;271.8;284.36
47;47;0;5;0.340425532;12.19148936;232.8510638;245.0425532
54;47;7;12;0.296296296;15.64814815;251.4814815;267.1296296
51;51;0;8;0.31372549;11.92156863;224.0196078;235.9411765
53;39;14;10;0.301886792;12.0754717;209.7169811;221.7924528
42;42;0;6;0.380952381;14.38095238;266.3333333;280.7142857
37;37;0;1;0.432432432;13.7027027;227.4324324;241.1351351
45;45;0;6;0.311111111;12.46666667;261.9333333;274.4
40;36;4;11;0.4;17;303.575;320.575
46;42;4;12;0.347826087;16.7826087;261.4565217;278.2391304
42;42;0;9;0.380952381;15.54761905;301.1190476;316.6666667
42;42;0;0;0.380952381;13.38095238;211.0238095;224.4047619
40;40;0;7;0.4;14.525;292.95;307.475
44;40;4;5;0.363636364;14.79545455;266.7272727;281.5227273
40;40;0;2;0.4;12.8;205.85;218.65
44;44;0;8;0.363636364;14.20454545;263.3181818;277.5227273
54;51;3;8;0.296296296;15.27777778;229.1666667;244.4444444
52;51;1;9;0.307692308;14.78846154;257.6538462;272.4423077
51;45;6;10;0.31372549;15.07843137;247.2941176;262.372549
48;47;1;12;0.333333333;14.22916667;259.9375;274.1666667
50;39;11;9;0.32;11.04;220.72;231.76
40;40;0;3;0.4;13.075;258;271.075
39;39;0;3;0.41025641;11.38461538;260.3076923;271.6923077
42;42;0;0;0.380952381;9.928571429;199;208.9285714
40;40;0;9;0.4;19.75;260.325;280.075
37;37;0;11;0.432432432;18.97297297;300.7027027;319.6756757
58;56;2;13;0.275862069;14.06896552;241.1551724;255.2241379
40;40;0;5;0.4;15.1;240.825;255.925
46;46;0;10;0.347826087;17.36956522;269.9565217;287.326087
44;44;0;9;0.363636364;16.59090909;258.6590909;275.25
41;41;0;8;0.390243902;16.97560976;296.4878049;313.4634146
42;42;0;6;0.380952381;14.11904762;258.7619048;272.8809524
39;37;2;11;0.41025641;17.56410256;321.2564103;338.8205128
45;45;0;9;0.355555556;14.48888889;249.8;264.2888889
50;50;0;11;0.32;15.04;265.5;280.54
48;48;0;12;0.333333333;15.625;311.625;327.25
46;46;0;8;0.347826087;15.02173913;237.5869565;252.6086957
53;44;9;11;0.301886792;14.79245283;251.4716981;266.2641509
50;50;0;4;0.32;12.14;244.48;256.62
47;47;0;3;0.340425532;13.29787234;259.6382979;272.9361702
34;34;0;2;0.470588235;15.11764706;213.5;228.6176471
40;40;0;6;0.4;12.975;297.8;310.775
35;35;0;0;0.457142857;12.25714286;217.6857143;229.9428571
