49
66
87
33
60
67
64
52
47
44
87
63
68
80
8
30
14
71
33
46
110
31
34
51
19
77
51
54
93
37
76
76
87
46
52
51
71
47
57
58
48
37
35
46
16
54
50
54
56
32
